District,Year,HDI
BREBES,2021,66.32
KOTA MAGELANG,2021,79.43
KOTA SURAKARTA,2021,82.62
KOTA SALATIGA,2021,83.6
KOTA SEMARANG,2021,83.55
KOTA PEKALONGAN,2021,75.4
KOTA TEGAL,2021,75.52
D I YOGYAKARTA,2021,80.22
KULON PROGO,2021,74.71
BANTUL,2021,80.28
GUNUNG KIDUL,2021,70.16
SLEMAN,2021,84
KOTA YOGYAKARTA,2021,87.18
JAWA TIMUR,2021,72.14
PACITAN,2021,68.57
PONOROGO,2021,71.06
TRENGGALEK,2021,70.06
TULUNGAGUNG,2021,73.15
BLITAR,2021,71.05
KEDIRI,2021,72.56
MALANG,2021,70.6
LUMAJANG,2021,66.07
JEMBER,2021,67.32
BANYUWANGI,2021,71.38
BONDOWOSO,2021,66.59
SITUBONDO,2021,67.78
PROBOLINGGO,2021,66.26
PASURUAN,2021,68.93
SIDOARJO,2021,80.65
MOJOKERTO,2021,74.15
JOMBANG,2021,73.45
NGANJUK,2021,71.97
MADIUN,2021,71.88
MAGETAN,2021,74.15
NGAWI,2021,71.04
BOJONEGORO,2021,69.59
TUBAN,2021,68.91
LAMONGAN,2021,73.12
GRESIK,2021,76.5
BANGKALAN,2021,64.36
SAMPANG,2021,62.8
PAMEKASAN,2021,66.4
SUMENEP,2021,67.04
KOTA KEDIRI,2021,78.6
KOTA BLITAR,2021,78.98
KOTA MALANG,2021,82.04
KOTA PROBOLINGGO,2021,73.66
KOTA PASURUAN,2021,75.62
KOTA MOJOKERTO,2021,78.43
KOTA MADIUN,2021,81.25
KOTA SURABAYA,2021,82.31
KOTA BATU,2021,76.28
BANTEN,2021,72.72
PANDEGLANG,2021,65.17
LEBAK,2021,64.03
TANGERANG,2021,72.29
SERANG,2021,66.82
KOTA TANGERANG,2021,78.5
KOTA CILEGON,2021,73.35
KOTA SERANG,2021,72.44
KOTA TANGERANG SELATAN,2021,81.6
BALI,2021,75.69
JEMBRANA,2021,72.75
TABANAN,2021,76.45
BADUNG,2021,81.83
GIANYAR,2021,77.7
KLUNGKUNG,2021,71.75
BANGLI,2021,69.37
KARANGASEM,2021,67.36
BULELENG,2021,72.56
KOTA DENPASAR,2021,84.03
NUSA TENGGARA BARAT,2021,68.65
LOMBOK BARAT,2021,68.61
LOMBOK TENGAH,2021,66.72
LOMBOK TIMUR,2021,66.66
SUMBAWA,2021,68.01
DOMPU,2021,68.45
BIMA,2021,66.66
SUMBAWA BARAT,2021,71.85
LOMBOK UTARA,2021,64.77
KOTA MATARAM,2021,79.14
KOTA BIMA,2021,76.11
NUSA TENGGARA TIMUR,2021,65.28
SUMBA BARAT,2021,63.83
SUMBA TIMUR,2021,65.74
KUPANG,2021,64.41
TIMOR TENGAH SELATAN,2021,62.16
TIMOR TENGAH UTARA,2021,63.69
BELU,2021,62.77
ALOR,2021,61.37
LEMBATA,2021,64.75
FLORES TIMUR,2021,64.22
SIKKA,2021,65.41
ENDE,2021,67.3
NGADA,2021,67.88
MANGGARAI,2021,65.01
ROTE NDAO,2021,62.6
MANGGARAI BARAT,2021,64.17
SUMBA TENGAH,2021,61.8
SUMBA BARAT DAYA,2021,62.29
NAGEKEO,2021,65.82
MANGGARAI TIMUR,2021,61.37
SABU RAIJUA,2021,57.03
MALAKA,2021,60.42
KOTA KUPANG,2021,79.74
KALIMANTAN BARAT,2021,67.9
SAMBAS,2021,67.1
BENGKAYANG,2021,68.04
LANDAK,2021,66.21
MEMPAWAH,2021,66.03
SANGGAU,2021,66.2
KETAPANG,2021,67.43
SINTANG,2021,66.93
KAPUAS HULU,2021,65.75
SEKADAU,2021,64.93
MELAWI,2021,65.87
KAYONG UTARA,2021,62.9
KUBU RAYA,2021,68.16
KOTA PONTIANAK,2021,79.93
KOTA SINGKAWANG,2021,72.11
KALIMANTAN TENGAH,2021,71.25
KOTAWARINGIN BARAT,2021,73.07
KOTAWARINGIN TIMUR,2021,71.38
KAPUAS,2021,69.63
BARITO SELATAN,2021,70.54
BARITO UTARA,2021,70.79
SUKAMARA,2021,68.27
LAMANDAU,2021,70.58
SERUYAN,2021,67.67
KATINGAN,2021,68.89
PULANG PISAU,2021,68.53
GUNUNG MAS,2021,71.03
BARITO TIMUR,2021,71.47
MURUNG RAYA,2021,68.12
KOTA PALANGKA RAYA,2021,80.82
KALIMANTAN SELATAN,2021,71.28
TANAH LAUT,2021,69.87
KOTABARU,2021,69.13
BANJAR,2021,69.89
BARITO KUALA,2021,66.64
TAPIN,2021,70.31
HULU SUNGAI SELATAN,2021,69.21
HULU SUNGAI TENGAH,2021,69.05
HULU SUNGAI UTARA,2021,66.12
TABALONG,2021,72.6
TANAH BUMBU,2021,71
BALANGAN,2021,69.11
KOTA BANJARMASIN,2021,77.57
KOTA BANJAR BARU,2021,79.26
KALIMANTAN TIMUR,2021,76.88
PASER,2021,72.93
KUTAI BARAT,2021,72.07
KUTAI KARTANEGARA,2021,74.06
KUTAI TIMUR,2021,73.81
BERAU,2021,75.2
PENAJAM PASER UTARA,2021,72.01
MAHAKAM ULU,2021,67.95
KOTA BALIKPAPAN,2021,80.71
KOTA SAMARINDA,2021,80.76
KOTA BONTANG,2021,80.59
KALIMANTAN UTARA,2021,71.19
MALINAU,2021,72.32
BULUNGAN,2021,71.8
TANA TIDUNG,2021,67.76
NUNUKAN,2021,66.46
KOTA TARAKAN,2021,76.23
SULAWESI UTARA,2021,73.3
BOLAANG MONGONDOW,2021,68.16
MINAHASA,2021,75.73
KEPULAUAN SANGIHE,2021,71.07
KEPULAUAN TALAUD,2021,69.83
MINAHASA SELATAN,2021,72.32
MINAHASA UTARA,2021,74.11
BOLAANG MONGONDOW UTARA,2021,67.39
SIAU TAGULANDANG BIARO,2021,68.05
MINAHASA TENGGARA,2021,71.06
BOLAANG MONGONDOW SELATAN,2021,65.42
BOLAANG MONGONDOW TIMUR,2021,66.55
KOTA MANADO,2021,79.2
KOTA BITUNG,2021,74.2
KOTA TOMOHON,2021,76.86
KOTA KOTAMOBAGU,2021,73.47
SULAWESI TENGAH,2021,69.79
BANGGAI KEPULAUAN,2021,65.61
BANGGAI,2021,70.6
MOROWALI,2021,72.29
POSO,2021,71.45
DONGGALA,2021,65.72
TOLI-TOLI,2021,66.3
BUOL,2021,68.25
PARIGI MOUTONG,2021,65.82
TOJO UNA-UNA,2021,64.74
SIGI,2021,68.49
BANGGAI LAUT,2021,65.65
MOROWALI UTARA,2021,68.48
KOTA PALU,2021,81.7
SULAWESI SELATAN,2021,72.24
KEPULAUAN SELAYAR,2021,67.76
BULUKUMBA,2021,69.62
BANTAENG,2021,68.99
JENEPONTO,2021,64.56
TAKALAR,2021,67.72
GOWA,2021,70.29
SINJAI,2021,67.75
MAROS,2021,70.41
PANGKAJENE DAN KEPULAUAN,2021,69.21
BARRU,2021,71.13
BONE,2021,66.4
SOPPENG,2021,68.99
WAJO,2021,69.62
SIDENRENG RAPPANG,2021,71.54
PINRANG,2021,71.45
ENREKANG,2021,72.91
LUWU,2021,70.85
TANA TORAJA,2021,69.49
LUWU UTARA,2021,70.02
LUWU TIMUR,2021,73.34
TORAJA UTARA,2021,69.75
KOTA MAKASAR,2021,82.66
KOTA PAREPARE,2021,78.21
KOTA PALOPO,2021,78.38
SULAWESI TENGGARA,2021,71.66
BUTON,2021,66.32
MUNA,2021,69.17
KONAWE,2021,71.48
KOLAKA,2021,73.56
KONAWE SELATAN,2021,68.58
BOMBANA,2021,66.25
WAKATOBI,2021,69.87
KOLAKA UTARA,2021,69.5
BUTON UTARA,2021,68.08
KONAWE UTARA,2021,70.23
KOLAKA TIMUR,2021,67.76
KONAWE KEPULAUAN,2021,65.73
MUNA BARAT,2021,65.48
BUTON TENGAH,2021,64.55
BUTON SELATAN,2021,64.99
KOTA KENDARI,2021,84.15
KOTA BAUBAU,2021,76.26
GORONTALO,2021,69
BOALEMO,2021,66.42
GORONTALO,2021,67.34
POHUWATO,2021,65.8
BONE BOLANGO,2021,70.25
GORONTALO UTARA,2021,65.21
KOTA GORONTALO,2021,77.41
SULAWESI BARAT,2021,66.36
MAJENE,2021,67.29
POLEWALI MANDAR,2021,64.23
MAMASA,2021,66.63
MAMUJU,2021,68.32
MAMUJU UTARA / PASANGKAYU,2021,68.03
MAMUJU TENGAH,2021,66.18
MALUKU,2021,69.71
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2021,62.97
MALUKU TENGGARA,2021,66.33
MALUKU TENGAH,2021,71.32
BURU,2021,69.33
KEPULAUAN ARU,2021,63.83
SERAM BAGIAN BARAT,2021,65.83
SERAM BAGIAN TIMUR,2021,64.3
MALUKU BARAT DAYA,2021,62.37
BURU SELATAN,2021,64.8
KOTA AMBON,2021,81.23
KOTA TUAL,2021,68.16
MALUKU UTARA,2021,68.76
HALMAHERA BARAT,2021,65.56
HALMAHERA TENGAH,2021,65.82
KEPULAUAN SULA,2021,63.8
HALMAHERA SELATAN,2021,64.19
HALMAHERA UTARA,2021,67.82
HALMAHERA TIMUR,2021,67
PULAU MOROTAI,2021,62.9
PULAU TALIABU,2021,60.73
KOTA TERNATE,2021,80.14
KOTA TIDORE KEPULAUAN,2021,70.99
PAPUA BARAT,2021,65.26
FAKFAK,2021,68.52
KAIMANA,2021,65.31
TELUK WONDAMA,2021,60.33
TELUK BINTUNI,2021,64.65
MANOKWARI,2021,72.02
SORONG SELATAN,2021,62.46
SORONG SELATAN,2021,-
SORONG,2021,65.77
SORONG,2021,-
RAJA AMPAT,2021,63.92
RAJA AMPAT,2021,-
TAMBRAUW,2021,53.71
TAMBRAUW,2021,-
MAYBRAT,2021,59.7
MAYBRAT,2021,-
MANOKWARI SELATAN,2021,59.85
PEGUNUNGAN ARFAK,2021,56.13
KOTA SORONG,2021,78.49
KOTA SORONG,2021,-
PAPUA BARAT DAYA,2021,-
RAJA AMPAT,2021,63.92
RAJA AMPAT,2021,-
SORONG,2021,65.77
SORONG,2021,-
SORONG SELATAN,2021,62.46
SORONG SELATAN,2021,-
MAYBRAT,2021,59.7
MAYBRAT,2021,-
TAMBRAUW,2021,53.71
TAMBRAUW,2021,-
KOTA SORONG,2021,78.49
KOTA SORONG,2021,-
PAPUA,2021,60.62
MERAUKE,2021,70.49
MERAUKE,2021,-
JAYAWIJAYA,2021,58.67
JAYAWIJAYA,2021,-
JAYAPURA,2021,72.03
NABIRE,2021,69.15
NABIRE,2021,-
KEPULAUAN YAPEN,2021,67.72
BIAK NUMFOR,2021,72.33
PANIAI,2021,56.7
PANIAI,2021,-
PUNCAK JAYA,2021,48.99
PUNCAK JAYA,2021,-
MIMIKA,2021,74.48
MIMIKA,2021,-
BOVEN DIGOEL,2021,61.62
BOVEN DIGOEL,2021,-
MAPPI,2021,58.7
MAPPI,2021,-
ASMAT,2021,51.29
ASMAT,2021,-
YAHUKIMO,2021,49.48
YAHUKIMO,2021,-
PEGUNUNGAN BINTANG,2021,46.28
PEGUNUNGAN BINTANG,2021,-
TOLIKARA,2021,49.6
TOLIKARA,2021,-
SARMI,2021,63.94
KEEROM,2021,66.49
WAROPEN,2021,65.1
SUPIORI,2021,62.72
MAMBERAMO RAYA,2021,52.18
NDUGA,2021,32.84
NDUGA,2021,-
LANNY JAYA,2021,48.68
LANNY JAYA,2021,-
MAMBERAMO TENGAH,2021,48.32
MAMBERAMO TENGAH,2021,-
YALIMO,2021,49.01
YALIMO,2021,-
PUNCAK,2021,43.17
PUNCAK,2021,-
DOGIYAI,2021,55
DOGIYAI,2021,-
INTAN JAYA,2021,48.34
INTAN JAYA,2021,-
DEIYAI,2021,49.96
DEIYAI,2021,-
KOTA JAYAPURA,2021,80.11
PAPUA SELATAN,2021,-
MERAUKE,2021,70.49
MERAUKE,2021,-
BOVEN DIGOEL,2021,61.62
BOVEN DIGOEL,2021,-
MAPPI,2021,58.7
MAPPI,2021,-
ASMAT,2021,51.29
ASMAT,2021,-
PAPUA TENGAH,2021,-
MIMIKA,2021,74.48
MIMIKA,2021,-
DOGIYAI,2021,55
DOGIYAI,2021,-
DEIYAI,2021,49.96
DEIYAI,2021,-
NABIRE,2021,69.15
NABIRE,2021,-
PANIAI,2021,56.7
PANIAI,2021,-
INTAN JAYA,2021,48.34
INTAN JAYA,2021,-
PUNCAK,2021,43.17
PUNCAK,2021,-
PUNCAK JAYA,2021,48.99
PUNCAK JAYA,2021,-
PAPUA PEGUNUNGAN,2021,-
NDUGA,2021,32.84
NDUGA,2021,-
JAYAWIJAYA,2021,58.67
JAYAWIJAYA,2021,-
LANNY JAYA,2021,48.68
LANNY JAYA,2021,-
TOLIKARA,2021,49.6
TOLIKARA,2021,-
MAMBERAMO TENGAH,2021,48.32
MAMBERAMO TENGAH,2021,-
YALIMO,2021,49.01
YALIMO,2021,-
YAHUKIMO,2021,49.48
YAHUKIMO,2021,-
PEGUNUNGAN BINTANG,2021,46.28
PEGUNUNGAN BINTANG,2021,-
INDONESIA,2021,72.29
