District,Year,Life Expectancy
ACEH,2022,70.18
SIMEULUE,2022,65.48
ACEH SINGKIL,2022,67.65
ACEH SELATAN,2022,64.64
ACEH TENGGARA,2022,68.48
ACEH TIMUR,2022,68.94
ACEH TENGAH,2022,69.05
ACEH BARAT,2022,68.19
ACEH BESAR,2022,69.99
PIDIE,2022,67.15
BIREUEN,2022,71.48
ACEH UTARA,2022,69.01
ACEH BARAT DAYA,2022,65.3
GAYO LUES,2022,65.77
ACEH TAMIANG,2022,69.87
NAGAN RAYA,2022,69.45
ACEH JAYA,2022,67.4
BENER MERIAH,2022,69.48
PIDIE JAYA,2022,70.41
KOTA BANDA ACEH,2022,71.79
KOTA SABANG,2022,70.79
KOTA LANGSA,2022,69.63
KOTA LHOKSEUMAWE,2022,71.87
KOTA SUBULUSSALAM,2022,64.3
SUMATERA UTARA,2022,69.61
NIAS,2022,70.06
MANDAILING NATAL,2022,63.05
TAPANULI SELATAN,2022,65.28
TAPANULI TENGAH,2022,67.58
TAPANULI UTARA,2022,69.16
TOBA SAMOSIR / TOBA,2022,70.76
LABUHAN BATU,2022,70.37
ASAHAN,2022,68.73
SIMALUNGUN,2022,71.78
DAIRI,2022,69.64
KARO,2022,72.03
DELI SERDANG,2022,72.07
LANGKAT,2022,69.39
NIAS SELATAN,2022,69.21
HUMBANG HASUNDUTAN,2022,70.02
PAKPAK BHARAT,2022,66.44
SAMOSIR,2022,71.82
SERDANG BEDAGAI,2022,69.21
BATU BARA,2022,67.55
PADANG LAWAS UTARA,2022,67.53
PADANG LAWAS,2022,67.43
LABUHAN BATU SELATAN,2022,69.16
LABUHAN BATU UTARA,2022,69.91
NIAS UTARA,2022,69.9
NIAS BARAT,2022,69.43
KOTA SIBOLGA,2022,69.77
KOTA TANJUNG BALAI,2022,63.87
KOTA PEMATANG SIANTAR,2022,74.25
KOTA TEBING TINGGI,2022,71.29
KOTA MEDAN,2022,73.58
KOTA BINJAI,2022,72.79
KOTA PADANGSIDIMPUAN,2022,69.84
KOTA GUNUNGSITOLI,2022,71.71
SUMATERA BARAT,2022,69.9
KEPULAUAN MENTAWAI,2022,64.93
PESISIR SELATAN,2022,71.25
SOLOK,2022,69.19
SIJUNJUNG,2022,66.7
TANAH DATAR,2022,70.49
PADANG PARIAMAN,2022,69.34
AGAM,2022,72.89
LIMA PULUH KOTA,2022,70.08
PASAMAN,2022,67.96
SOLOK SELATAN,2022,68.38
DHARMASRAYA,2022,71.9
PASAMAN BARAT,2022,68.25
KOTA PADANG,2022,73.93
KOTA SOLOK,2022,74.06
KOTA SAWAH LUNTO,2022,70.4
KOTA PADANG PANJANG,2022,73.02
KOTA BUKITTINGGI,2022,74.82
KOTA PAYAKUMBUH,2022,74.14
KOTA PARIAMAN,2022,70.67
RIAU,2022,71.95
KUANTAN SINGINGI,2022,68.87
INDRAGIRI HULU,2022,70.48
INDRAGIRI HILIR,2022,68.31
PELALAWAN,2022,71.53
SIAK,2022,71.37
KAMPAR,2022,71.12
ROKAN HULU,2022,70.51
BENGKALIS,2022,71.5
ROKAN HILIR,2022,70.69
KEPULAUAN MERANTI,2022,68.09
KOTA PEKANBARU,2022,72.7
KOTA DUMAI,2022,71.25
JAMBI,2022,71.5
KERINCI,2022,70.28
MERANGIN,2022,71.53
SAROLANGUN,2022,69.46
BATANG HARI,2022,70.93
MUARO JAMBI,2022,71.58
TANJUNG JABUNG TIMUR,2022,66.66
TANJUNG JABUNG BARAT,2022,68.43
TEBO,2022,70.26
BUNGO,2022,68.13
KOTA JAMBI,2022,72.99
KOTA SUNGAI PENUH,2022,72.53
SUMATERA SELATAN,2022,70.32
OGAN KOMERING ULU,2022,68.55
OGAN KOMERING ILIR,2022,69.01
MUARA ENIM,2022,69.38
LAHAT,2022,66.52
MUSI RAWAS,2022,68.62
MUSI BANYUASIN,2022,69.19
BANYU ASIN,2022,69.43
OGAN KOMERING ULU SELATAN,2022,67.36
OGAN KOMERING ULU TIMUR,2022,69.48
OGAN ILIR,2022,65.98
EMPAT LAWANG,2022,65.45
PENUKAL ABAB LEMATANG ILIR,2022,68.65
MUSI RAWAS UTARA,2022,66.08
KOTA PALEMBANG,2022,71.49
KOTA PRABUMULIH,2022,70.87
KOTA PAGAR ALAM,2022,67.29
KOTA LUBUKLINGGAU,2022,69.82
BENGKULU,2022,69.69
BENGKULU SELATAN,2022,68.15
REJANG LEBONG,2022,69.0
BENGKULU UTARA,2022,68.53
KAUR,2022,67.01
SELUMA,2022,68.13
MUKOMUKO,2022,67.0
LEBONG,2022,63.68
KEPAHIANG,2022,68.28
BENGKULU TENGAH,2022,68.37
KOTA BENGKULU,2022,70.46
LAMPUNG,2022,70.99
LAMPUNG BARAT,2022,67.9
TANGGAMUS,2022,68.95
LAMPUNG SELATAN,2022,69.69
LAMPUNG TIMUR,2022,71.01
LAMPUNG TENGAH,2022,70.08
LAMPUNG UTARA,2022,69.57
WAY KANAN,2022,69.69
TULANGBAWANG,2022,70.22
PESAWARAN,2022,69.44
PRINGSEWU,2022,70.65
MESUJI,2022,68.51
TULANG BAWANG BARAT,2022,70.23
PESISIR BARAT,2022,63.99
KOTA BANDAR LAMPUNG,2022,71.66
KOTA METRO,2022,71.88
KEP. BANGKA BELITUNG,2022,70.98
BANGKA,2022,71.37
BELITUNG,2022,71.31
BANGKA BARAT,2022,70.25
BANGKA TENGAH,2022,71.82
BANGKA SELATAN,2022,68.68
BELITUNG TIMUR,2022,72.33
KOTA PANGKAL PINANG,2022,73.68
KEPULAUAN RIAU,2022,70.5
KARIMUN,2022,71.53
BINTAN,2022,70.76
NATUNA,2022,65.76
LINGGA,2022,62.92
KEPULAUAN ANAMBAS,2022,67.73
KOTA BATAM,2022,73.62
KOTA TANJUNG PINANG,2022,72.49
DKI JAKARTA,2022,73.32
KEPULAUAN SERIBU,2022,69.2
KOTA JAKARTA SELATAN,2022,74.49
KOTA JAKARTA TIMUR,2022,74.83
KOTA JAKARTA PUSAT,2022,74.48
KOTA JAKARTA BARAT,2022,73.81
KOTA JAKARTA UTARA,2022,73.47
JAWA BARAT,2022,73.52
BOGOR,2022,71.65
SUKABUMI,2022,71.54
CIANJUR,2022,70.58
BANDUNG,2022,74.01
GARUT,2022,71.85
TASIKMALAYA,2022,69.95
CIAMIS,2022,72.3
KUNINGAN,2022,74.03
CIREBON,2022,72.47
MAJALENGKA,2022,70.76
SUMEDANG,2022,72.91
INDRAMAYU,2022,72.15
SUBANG,2022,72.92
PURWAKARTA,2022,71.47
KARAWANG,2022,72.62
BEKASI,2022,74.04
BANDUNG BARAT,2022,72.79
PANGANDARAN,2022,71.89
KOTA BOGOR,2022,74.13
KOTA SUKABUMI,2022,72.85
KOTA BANDUNG,2022,74.75
KOTA CIREBON,2022,72.74
KOTA BEKASI,2022,75.48
KOTA DEPOK,2022,74.92
KOTA CIMAHI,2022,74.5
KOTA TASIKMALAYA,2022,72.63
KOTA BANJAR,2022,71.49
JAWA TENGAH,2022,74.57
CILACAP,2022,74.07
BANYUMAS,2022,73.88
PURBALINGGA,2022,73.28
BANJARNEGARA,2022,74.37
KEBUMEN,2022,73.7
PURWOREJO,2022,75.03
WONOSOBO,2022,72.05
MAGELANG,2022,74.03
BOYOLALI,2022,76.12
KLATEN,2022,76.95
SUKOHARJO,2022,77.82
WONOGIRI,2022,76.41
KARANGANYAR,2022,77.64
SRAGEN,2022,75.87
GROBOGAN,2022,74.93
BLORA,2022,74.6
REMBANG,2022,74.68
PATI,2022,76.32
KUDUS,2022,76.76
JEPARA,2022,75.97
DEMAK,2022,75.52
SEMARANG,2022,75.86
TEMANGGUNG,2022,75.7
KENDAL,2022,74.53
BATANG,2022,74.79
PEKALONGAN,2022,73.8
PEMALANG,2022,73.65
TEGAL,2022,71.85
BREBES,2022,69.74
KOTA MAGELANG,2022,77.02
KOTA SURAKARTA,2022,77.43
KOTA SALATIGA,2022,77.72
KOTA SEMARANG,2022,77.69
KOTA PEKALONGAN,2022,74.51
KOTA TEGAL,2022,74.64
D I YOGYAKARTA,2022,75.08
KULON PROGO,2022,75.28
BANTUL,2022,73.9
GUNUNG KIDUL,2022,74.23
SLEMAN,2022,75.0
KOTA YOGYAKARTA,2022,74.83
JAWA TIMUR,2022,71.74
PACITAN,2022,72.48
PONOROGO,2022,73.2
TRENGGALEK,2022,74.26
TULUNGAGUNG,2022,74.54
BLITAR,2022,73.98
KEDIRI,2022,72.97
MALANG,2022,72.95
LUMAJANG,2022,70.61
JEMBER,2022,69.68
BANYUWANGI,2022,71.06
BONDOWOSO,2022,67.29
SITUBONDO,2022,69.62
PROBOLINGGO,2022,67.78
PASURUAN,2022,70.55
SIDOARJO,2022,74.36
MOJOKERTO,2022,72.93
JOMBANG,2022,72.86
NGANJUK,2022,71.95
MADIUN,2022,71.9
MAGETAN,2022,72.97
NGAWI,2022,72.81
BOJONEGORO,2022,72.16
TUBAN,2022,71.97
LAMONGAN,2022,72.86
GRESIK,2022,72.99
BANGKALAN,2022,70.54
SAMPANG,2022,68.38
PAMEKASAN,2022,68.03
SUMENEP,2022,71.99
KOTA KEDIRI,2022,74.34
KOTA BLITAR,2022,74.26
KOTA MALANG,2022,73.75
KOTA PROBOLINGGO,2022,70.68
KOTA PASURUAN,2022,71.96
KOTA MOJOKERTO,2022,73.74
KOTA MADIUN,2022,73.13
KOTA SURABAYA,2022,74.47
KOTA BATU,2022,72.97
BANTEN,2022,70.39
PANDEGLANG,2022,65.2
LEBAK,2022,67.74
TANGERANG,2022,70.28
SERANG,2022,65.18
KOTA TANGERANG,2022,71.91
KOTA CILEGON,2022,67.02
KOTA SERANG,2022,68.54
KOTA TANGERANG SELATAN,2022,72.78
BALI,2022,72.6
JEMBRANA,2022,72.82
TABANAN,2022,74.1
BADUNG,2022,75.51
GIANYAR,2022,74.13
KLUNGKUNG,2022,71.83
BANGLI,2022,70.97
KARANGASEM,2022,70.89
BULELENG,2022,72.32
KOTA DENPASAR,2022,75.3
NUSA TENGGARA BARAT,2022,67.07
LOMBOK BARAT,2022,67.63
LOMBOK TENGAH,2022,66.75
LOMBOK TIMUR,2022,66.55
SUMBAWA,2022,68.12
DOMPU,2022,67.36
BIMA,2022,66.87
SUMBAWA BARAT,2022,68.74
LOMBOK UTARA,2022,67.75
KOTA MATARAM,2022,72.2
KOTA BIMA,2022,70.83
NUSA TENGGARA TIMUR,2022,67.47
SUMBA BARAT,2022,67.35
SUMBA TIMUR,2022,65.38
KUPANG,2022,65.28
TIMOR TENGAH SELATAN,2022,66.68
TIMOR TENGAH UTARA,2022,67.35
BELU,2022,65.28
ALOR,2022,61.99
LEMBATA,2022,67.52
FLORES TIMUR,2022,65.62
SIKKA,2022,67.86
ENDE,2022,65.76
NGADA,2022,68.4
MANGGARAI,2022,67.38
ROTE NDAO,2022,65.26
MANGGARAI BARAT,2022,67.73
SUMBA TENGAH,2022,68.65
SUMBA BARAT DAYA,2022,68.79
NAGEKEO,2022,67.56
MANGGARAI TIMUR,2022,68.29
SABU RAIJUA,2022,60.87
MALAKA,2022,65.34
KOTA KUPANG,2022,70.11
KALIMANTAN BARAT,2022,71.02
SAMBAS,2022,69.39
BENGKAYANG,2022,74.0
LANDAK,2022,73.39
MEMPAWAH,2022,71.47
SANGGAU,2022,71.58
KETAPANG,2022,71.27
SINTANG,2022,72.12
KAPUAS HULU,2022,72.69
SEKADAU,2022,72.39
MELAWI,2022,73.14
KAYONG UTARA,2022,68.82
KUBU RAYA,2022,70.95
KOTA PONTIANAK,2022,73.46
KOTA SINGKAWANG,2022,72.46
KALIMANTAN TENGAH,2022,70.04
KOTAWARINGIN BARAT,2022,70.98
KOTAWARINGIN TIMUR,2022,70.15
KAPUAS,2022,69.02
BARITO SELATAN,2022,67.48
BARITO UTARA,2022,71.5
SUKAMARA,2022,71.8
LAMANDAU,2022,69.62
SERUYAN,2022,69.46
KATINGAN,2022,66.16
PULANG PISAU,2022,68.36
GUNUNG MAS,2022,70.72
BARITO TIMUR,2022,68.61
MURUNG RAYA,2022,69.75
KOTA PALANGKA RAYA,2022,73.47
KALIMANTAN SELATAN,2022,69.13
TANAH LAUT,2022,69.86
KOTABARU,2022,69.56
BANJAR,2022,67.73
BARITO KUALA,2022,66.55
TAPIN,2022,70.88
HULU SUNGAI SELATAN,2022,66.51
HULU SUNGAI TENGAH,2022,66.54
HULU SUNGAI UTARA,2022,64.53
TABALONG,2022,70.84
TANAH BUMBU,2022,70.7
BALANGAN,2022,68.13
KOTA BANJARMASIN,2022,71.59
KOTA BANJAR BARU,2022,72.36
KALIMANTAN TIMUR,2022,74.62
PASER,2022,72.89
KUTAI BARAT,2022,73.1
KUTAI KARTANEGARA,2022,72.65
KUTAI TIMUR,2022,73.47
BERAU,2022,72.32
PENAJAM PASER UTARA,2022,71.71
MAHAKAM ULU,2022,72.35
KOTA BALIKPAPAN,2022,74.78
KOTA SAMARINDA,2022,74.56
KOTA BONTANG,2022,74.57
KALIMANTAN UTARA,2022,72.67
MALINAU,2022,71.5
BULUNGAN,2022,72.76
TANA TIDUNG,2022,71.51
NUNUKAN,2022,71.41
KOTA TARAKAN,2022,74.06
SULAWESI UTARA,2022,72.08
BOLAANG MONGONDOW,2022,69.78
MINAHASA,2022,71.49
KEPULAUAN SANGIHE,2022,70.51
KEPULAUAN TALAUD,2022,70.57
MINAHASA SELATAN,2022,70.35
MINAHASA UTARA,2022,71.68
BOLAANG MONGONDOW UTARA,2022,68.05
SIAU TAGULANDANG BIARO,2022,71.27
MINAHASA TENGGARA,2022,70.52
BOLAANG MONGONDOW SELATAN,2022,64.74
BOLAANG MONGONDOW TIMUR,2022,68.24
KOTA MANADO,2022,72.18
KOTA BITUNG,2022,71.38
KOTA TOMOHON,2022,72.44
KOTA KOTAMOBAGU,2022,70.98
SULAWESI TENGAH,2022,68.93
BANGGAI KEPULAUAN,2022,66.73
BANGGAI,2022,70.88
MOROWALI,2022,69.23
POSO,2022,71.19
DONGGALA,2022,67.61
TOLI-TOLI,2022,66.41
BUOL,2022,69.32
PARIGI MOUTONG,2022,64.35
TOJO UNA-UNA,2022,66.08
SIGI,2022,70.15
BANGGAI LAUT,2022,65.81
MOROWALI UTARA,2022,69.77
KOTA PALU,2022,71.2
SULAWESI SELATAN,2022,70.97
KEPULAUAN SELAYAR,2022,68.81
BULUKUMBA,2022,68.51
BANTAENG,2022,70.88
JENEPONTO,2022,66.81
TAKALAR,2022,67.64
GOWA,2022,70.7
SINJAI,2022,67.68
MAROS,2022,69.28
PANGKAJENE DAN KEPULAUAN,2022,67.12
BARRU,2022,69.35
BONE,2022,67.57
SOPPENG,2022,70.2
WAJO,2022,67.82
SIDENRENG RAPPANG,2022,70.41
PINRANG,2022,70.15
ENREKANG,2022,71.17
LUWU,2022,70.75
TANA TORAJA,2022,73.72
LUWU UTARA,2022,69.03
LUWU TIMUR,2022,70.94
TORAJA UTARA,2022,73.65
KOTA MAKASAR,2022,72.4
KOTA PAREPARE,2022,71.57
KOTA PALOPO,2022,71.18
SULAWESI TENGGARA,2022,71.37
BUTON,2022,68.46
MUNA,2022,70.47
KONAWE,2022,70.38
KOLAKA,2022,71.3
KONAWE SELATAN,2022,70.95
BOMBANA,2022,69.2
WAKATOBI,2022,70.59
KOLAKA UTARA,2022,70.4
BUTON UTARA,2022,70.96
KONAWE UTARA,2022,69.59
KOLAKA TIMUR,2022,72.9
KONAWE KEPULAUAN,2022,68.46
MUNA BARAT,2022,70.39
BUTON TENGAH,2022,67.78
BUTON SELATAN,2022,67.76
KOTA KENDARI,2022,73.93
KOTA BAUBAU,2022,71.36
GORONTALO,2022,68.51
BOALEMO,2022,69.61
GORONTALO,2022,67.89
POHUWATO,2022,64.62
BONE BOLANGO,2022,68.88
GORONTALO UTARA,2022,66.3
KOTA GORONTALO,2022,72.88
SULAWESI BARAT,2022,65.63
MAJENE,2022,62.16
POLEWALI MANDAR,2022,62.86
MAMASA,2022,71.2
MAMUJU,2022,68.21
MAMUJU UTARA / PASANGKAYU,2022,66.9
MAMUJU TENGAH,2022,68.97
MALUKU,2022,66.45
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2022,63.73
MALUKU TENGGARA,2022,65.46
MALUKU TENGAH,2022,66.73
BURU,2022,66.72
KEPULAUAN ARU,2022,63.29
SERAM BAGIAN BARAT,2022,62.25
SERAM BAGIAN TIMUR,2022,60.06
MALUKU BARAT DAYA,2022,62.98
BURU SELATAN,2022,66.69
KOTA AMBON,2022,71.0
KOTA TUAL,2022,66.16
MALUKU UTARA,2022,68.79
HALMAHERA BARAT,2022,66.64
HALMAHERA TENGAH,2022,64.61
KEPULAUAN SULA,2022,63.68
HALMAHERA SELATAN,2022,66.22
HALMAHERA UTARA,2022,69.88
HALMAHERA TIMUR,2022,69.5
PULAU MOROTAI,2022,67.74
PULAU TALIABU,2022,62.53
KOTA TERNATE,2022,71.38
KOTA TIDORE KEPULAUAN,2022,69.75
PAPUA BARAT,2022,66.46
FAKFAK,2022,68.75
KAIMANA,2022,65.27
TELUK WONDAMA,2022,60.57
TELUK BINTUNI,2022,61.37
MANOKWARI,2022,69.18
SORONG SELATAN,2022,66.72
SORONG SELATAN,2022,66.72
SORONG,2022,66.55
SORONG,2022,66.55
RAJA AMPAT,2022,65.12
RAJA AMPAT,2022,65.12
TAMBRAUW,2022,60.68
TAMBRAUW,2022,60.68
MAYBRAT,2022,65.53
MAYBRAT,2022,65.53
MANOKWARI SELATAN,2022,67.84
PEGUNUNGAN ARFAK,2022,67.5
KOTA SORONG,2022,71.4
KOTA SORONG,2022,71.4
PAPUA BARAT DAYA,2022,
RAJA AMPAT,2022,
RAJA AMPAT,2022,
SORONG,2022,
SORONG,2022,
SORONG SELATAN,2022,
SORONG SELATAN,2022,
MAYBRAT,2022,
MAYBRAT,2022,
TAMBRAUW,2022,
TAMBRAUW,2022,
KOTA SORONG,2022,
KOTA SORONG,2022,
PAPUA,2022,66.23
MERAUKE,2022,67.31
MERAUKE,2022,67.31
JAYAWIJAYA,2022,60.26
JAYAWIJAYA,2022,60.26
JAYAPURA,2022,67.45
NABIRE,2022,68.41
NABIRE,2022,68.41
KEPULAUAN YAPEN,2022,69.39
BIAK NUMFOR,2022,68.5
PANIAI,2022,66.94
PANIAI,2022,66.94
PUNCAK JAYA,2022,65.66
PUNCAK JAYA,2022,65.66
MIMIKA,2022,72.57
MIMIKA,2022,72.57
BOVEN DIGOEL,2022,60.64
BOVEN DIGOEL,2022,60.64
MAPPI,2022,65.66
MAPPI,2022,65.66
ASMAT,2022,58.9
ASMAT,2022,58.9
YAHUKIMO,2022,66.31
YAHUKIMO,2022,66.31
PEGUNUNGAN BINTANG,2022,64.79
PEGUNUNGAN BINTANG,2022,64.79
TOLIKARA,2022,66.08
TOLIKARA,2022,66.08
SARMI,2022,66.74
KEEROM,2022,67.04
WAROPEN,2022,66.68
SUPIORI,2022,66.36
MAMBERAMO RAYA,2022,58.29
NDUGA,2022,55.7
NDUGA,2022,55.7
LANNY JAYA,2022,66.31
LANNY JAYA,2022,66.31
MAMBERAMO TENGAH,2022,64.05
MAMBERAMO TENGAH,2022,64.05
YALIMO,2022,65.72
YALIMO,2022,65.72
PUNCAK,2022,66.13
PUNCAK,2022,66.13
DOGIYAI,2022,66.13
DOGIYAI,2022,66.13
INTAN JAYA,2022,65.93
INTAN JAYA,2022,65.93
DEIYAI,2022,65.66
DEIYAI,2022,65.66
KOTA JAYAPURA,2022,70.76
PAPUA SELATAN,2022,
MERAUKE,2022,
MERAUKE,2022,
BOVEN DIGOEL,2022,
BOVEN DIGOEL,2022,
MAPPI,2022,
MAPPI,2022,
ASMAT,2022,
ASMAT,2022,
PAPUA TENGAH,2022,
MIMIKA,2022,
MIMIKA,2022,
DOGIYAI,2022,
DOGIYAI,2022,
DEIYAI,2022,
DEIYAI,2022,
NABIRE,2022,
NABIRE,2022,
PANIAI,2022,
PANIAI,2022,
INTAN JAYA,2022,
INTAN JAYA,2022,
PUNCAK,2022,
PUNCAK,2022,
PUNCAK JAYA,2022,
PUNCAK JAYA,2022,
PAPUA PEGUNUNGAN,2022,
NDUGA,2022,
NDUGA,2022,
JAYAWIJAYA,2022,
JAYAWIJAYA,2022,
LANNY JAYA,2022,
LANNY JAYA,2022,
TOLIKARA,2022,
TOLIKARA,2022,
MAMBERAMO TENGAH,2022,
MAMBERAMO TENGAH,2022,
YALIMO,2022,
YALIMO,2022,
YAHUKIMO,2022,
YAHUKIMO,2022,
PEGUNUNGAN BINTANG,2022,
PEGUNUNGAN BINTANG,2022,
INDONESIA,2022,71.85
ACEH,2023,70.34
SIMEULUE,2023,65.61
ACEH SINGKIL,2023,67.78
ACEH SELATAN,2023,64.81
ACEH TENGGARA,2023,68.65
ACEH TIMUR,2023,69.07
ACEH TENGAH,2023,69.18
ACEH BARAT,2023,68.34
ACEH BESAR,2023,70.14
PIDIE,2023,67.29
BIREUEN,2023,71.66
ACEH UTARA,2023,69.15
ACEH BARAT DAYA,2023,65.48
GAYO LUES,2023,65.92
ACEH TAMIANG,2023,70.04
NAGAN RAYA,2023,69.6
ACEH JAYA,2023,67.55
BENER MERIAH,2023,69.64
PIDIE JAYA,2023,70.6
KOTA BANDA ACEH,2023,72.02
KOTA SABANG,2023,70.98
KOTA LANGSA,2023,69.78
KOTA LHOKSEUMAWE,2023,72.06
KOTA SUBULUSSALAM,2023,64.41
SUMATERA UTARA,2023,69.98
NIAS,2023,70.34
MANDAILING NATAL,2023,63.47
TAPANULI SELATAN,2023,65.56
TAPANULI TENGAH,2023,67.9
TAPANULI UTARA,2023,69.57
TOBA SAMOSIR / TOBA,2023,71.24
LABUHAN BATU,2023,70.77
ASAHAN,2023,69.09
SIMALUNGUN,2023,72.2
DAIRI,2023,70.11
KARO,2023,72.28
DELI SERDANG,2023,72.31
LANGKAT,2023,69.64
NIAS SELATAN,2023,69.58
HUMBANG HASUNDUTAN,2023,70.27
PAKPAK BHARAT,2023,66.89
SAMOSIR,2023,72.24
SERDANG BEDAGAI,2023,69.59
BATU BARA,2023,67.88
PADANG LAWAS UTARA,2023,67.82
PADANG LAWAS,2023,67.71
LABUHAN BATU SELATAN,2023,69.54
LABUHAN BATU UTARA,2023,70.25
NIAS UTARA,2023,70.24
NIAS BARAT,2023,69.96
KOTA SIBOLGA,2023,70.18
KOTA TANJUNG BALAI,2023,64.28
KOTA PEMATANG SIANTAR,2023,74.75
KOTA TEBING TINGGI,2023,71.63
KOTA MEDAN,2023,73.93
KOTA BINJAI,2023,73.13
KOTA PADANGSIDIMPUAN,2023,70.2
KOTA GUNUNGSITOLI,2023,72.09
SUMATERA BARAT,2023,70.19
KEPULAUAN MENTAWAI,2023,65.1
PESISIR SELATAN,2023,71.52
SOLOK,2023,69.56
SIJUNJUNG,2023,67.02
TANAH DATAR,2023,70.84
PADANG PARIAMAN,2023,69.7
AGAM,2023,73.23
LIMA PULUH KOTA,2023,70.3
PASAMAN,2023,68.29
SOLOK SELATAN,2023,68.71
DHARMASRAYA,2023,72.24
PASAMAN BARAT,2023,68.53
KOTA PADANG,2023,74.16
KOTA SOLOK,2023,74.39
KOTA SAWAH LUNTO,2023,70.69
KOTA PADANG PANJANG,2023,73.23
KOTA BUKITTINGGI,2023,75.13
KOTA PAYAKUMBUH,2023,74.43
KOTA PARIAMAN,2023,70.95
RIAU,2023,72.24
KUANTAN SINGINGI,2023,69.13
INDRAGIRI HULU,2023,70.69
INDRAGIRI HILIR,2023,68.62
PELALAWAN,2023,72.0
SIAK,2023,71.64
KAMPAR,2023,71.42
ROKAN HULU,2023,70.84
BENGKALIS,2023,71.79
ROKAN HILIR,2023,70.99
KEPULAUAN MERANTI,2023,68.41
KOTA PEKANBARU,2023,73.02
KOTA DUMAI,2023,71.67
JAMBI,2023,71.77
KERINCI,2023,70.55
MERANGIN,2023,71.75
SAROLANGUN,2023,69.7
BATANG HARI,2023,71.22
MUARO JAMBI,2023,71.84
TANJUNG JABUNG TIMUR,2023,66.98
TANJUNG JABUNG BARAT,2023,68.67
TEBO,2023,70.49
BUNGO,2023,68.43
KOTA JAMBI,2023,73.29
KOTA SUNGAI PENUH,2023,72.86
SUMATERA SELATAN,2023,70.66
OGAN KOMERING ULU,2023,68.85
OGAN KOMERING ILIR,2023,69.31
MUARA ENIM,2023,69.72
LAHAT,2023,66.87
MUSI RAWAS,2023,68.95
MUSI BANYUASIN,2023,69.51
BANYU ASIN,2023,69.76
OGAN KOMERING ULU SELATAN,2023,67.88
OGAN KOMERING ULU TIMUR,2023,69.78
OGAN ILIR,2023,66.33
EMPAT LAWANG,2023,65.73
PENUKAL ABAB LEMATANG ILIR,2023,68.96
MUSI RAWAS UTARA,2023,66.37
KOTA PALEMBANG,2023,71.99
KOTA PRABUMULIH,2023,71.27
KOTA PAGAR ALAM,2023,67.7
KOTA LUBUKLINGGAU,2023,70.25
BENGKULU,2023,69.92
BENGKULU SELATAN,2023,68.4
REJANG LEBONG,2023,69.22
BENGKULU UTARA,2023,68.77
KAUR,2023,67.27
SELUMA,2023,68.35
MUKOMUKO,2023,67.3
LEBONG,2023,63.93
KEPAHIANG,2023,68.46
BENGKULU TENGAH,2023,68.52
KOTA BENGKULU,2023,70.74
LAMPUNG,2023,71.25
LAMPUNG BARAT,2023,68.13
TANGGAMUS,2023,69.23
LAMPUNG SELATAN,2023,69.97
LAMPUNG TIMUR,2023,71.25
LAMPUNG TENGAH,2023,70.29
LAMPUNG UTARA,2023,69.83
WAY KANAN,2023,69.91
TULANGBAWANG,2023,70.42
PESAWARAN,2023,69.74
PRINGSEWU,2023,71.05
MESUJI,2023,68.75
TULANG BAWANG BARAT,2023,70.42
PESISIR BARAT,2023,64.29
KOTA BANDAR LAMPUNG,2023,71.91
KOTA METRO,2023,72.12
KEP. BANGKA BELITUNG,2023,71.23
BANGKA,2023,71.6
BELITUNG,2023,71.54
BANGKA BARAT,2023,70.43
BANGKA TENGAH,2023,72.11
BANGKA SELATAN,2023,68.98
BELITUNG TIMUR,2023,72.59
KOTA PANGKAL PINANG,2023,73.96
KEPULAUAN RIAU,2023,70.91
KARIMUN,2023,72.01
BINTAN,2023,71.09
NATUNA,2023,66.22
LINGGA,2023,63.5
KEPULAUAN ANAMBAS,2023,68.1
KOTA BATAM,2023,73.94
KOTA TANJUNG PINANG,2023,72.85
DKI JAKARTA,2023,73.65
KEPULAUAN SERIBU,2023,69.61
KOTA JAKARTA SELATAN,2023,74.78
KOTA JAKARTA TIMUR,2023,75.12
KOTA JAKARTA PUSAT,2023,74.81
KOTA JAKARTA BARAT,2023,74.16
KOTA JAKARTA UTARA,2023,73.59
JAWA BARAT,2023,73.8
BOGOR,2023,71.92
SUKABUMI,2023,71.83
CIANJUR,2023,70.79
BANDUNG,2023,74.27
GARUT,2023,72.07
TASIKMALAYA,2023,70.19
CIAMIS,2023,72.57
KUNINGAN,2023,74.29
CIREBON,2023,72.76
MAJALENGKA,2023,71.05
SUMEDANG,2023,73.19
INDRAMAYU,2023,72.46
SUBANG,2023,73.24
PURWAKARTA,2023,71.74
KARAWANG,2023,72.9
BEKASI,2023,74.3
BANDUNG BARAT,2023,73.1
PANGANDARAN,2023,72.17
KOTA BOGOR,2023,74.45
KOTA SUKABUMI,2023,73.11
KOTA BANDUNG,2023,75.04
KOTA CIREBON,2023,73.08
KOTA BEKASI,2023,75.79
KOTA DEPOK,2023,75.23
KOTA CIMAHI,2023,74.8
KOTA TASIKMALAYA,2023,72.92
KOTA BANJAR,2023,71.8
JAWA TENGAH,2023,74.69
CILACAP,2023,74.25
BANYUMAS,2023,73.98
PURBALINGGA,2023,73.37
BANJARNEGARA,2023,74.47
KEBUMEN,2023,73.83
PURWOREJO,2023,75.21
WONOSOBO,2023,72.17
MAGELANG,2023,74.2
